@code,コードが示す地域等,@name,ふりがな,"属する「市町村等をまとめた地域等」
(AreaForecastLocalMの@code値)","""気象警報・注意報""及び
""気象特別警報報知""で使用","""竜巻注意情報""で使用",高潮特別警報・警報・注意報発表対象,波浪特別警報・警報・注意報発表対象,"""土砂災害警戒情報""で使用","""指定河川洪水予報""で使用",,,,,,
2520102,気象庁予報警報規程別表第四の二に示す「大津市北部」の区域,大津市北部,おおつしほくぶ,250021,1,1,0,0,1,0,,,,,,
2520200,滋賀県彦根市,彦根市,ひこねし,250023,1,1,0,0,1,1,,,,,,
2520300,滋賀県長浜市,長浜市,ながはまし,250022,1,1,0,0,1,1,,,,,,
2520400,滋賀県近江八幡市,近江八幡市,おうみはちまんし,250012,1,1,0,0,1,1,,,,,,
2520600,滋賀県草津市,草津市,くさつし,250011,1,1,0,0,1,1,,,,,,
2520700,滋賀県守山市,守山市,もりやまし,250011,1,1,0,0,1,1,,,,,,
2520800,滋賀県栗東市,栗東市,りっとうし,250011,1,1,0,0,1,1,,,,,,
2520900,滋賀県甲賀市,甲賀市,こうかし,250013,1,1,0,0,1,1,,,,,,
2521000,滋賀県野洲市,野洲市,やすし,250011,1,1,0,0,1,1,,,,,,
2521100,滋賀県湖南市,湖南市,こなんし,250013,1,1,0,0,1,1,,,,,,
2521200,滋賀県高島市,高島市,たかしまし,250021,1,1,0,0,1,1,,,,,,
2521300,滋賀県東近江市,東近江市,ひがしおうみし,250012,1,1,0,0,1,1,,,,,,
2521400,滋賀県米原市,米原市,まいばらし,250022,1,1,0,0,1,1,,,,,,
2538300,滋賀県日野町,日野町,ひのちょう,250012,1,1,0,0,1,1,,,,,,
2538400,滋賀県竜王町,竜王町,りゅうおうちょう,250012,1,1,0,0,1,1,,,,,,
2542500,滋賀県愛荘町,愛荘町,あいしょうちょう,250023,1,1,0,0,1,1,,,,,,
2544100,滋賀県豊郷町,豊郷町,とよさとちょう,250023,1,1,0,0,1,1,,,,,,
2544200,滋賀県甲良町,甲良町,こうらちょう,250023,1,1,0,0,1,1,,,,,,
2544300,滋賀県多賀町,多賀町,たがちょう,250023,1,1,0,0,1,1,,,,,,
2610000,京都府京都市,京都市,きょうとし,260011,1,1,0,0,0,1,,,,,,
2610100,京都府京都市のうち北区,京都市北区,きょうとしきたく,260011,0,0,0,0,1,0,,,,,,
2610200,京都府京都市のうち上京区,京都市上京区,きょうとしかみぎょうく,260011,0,0,0,0,1,0,,,,,,
2610300,京都府京都市のうち左京区,京都市左京区,きょうとしさきょうく,260011,0,0,0,0,1,0,,,,,,
2610400,京都府京都市のうち中京区,京都市中京区,きょうとしなかぎょうく,260011,0,0,0,0,1,0,,,,,,
2610500,京都府京都市のうち東山区,京都市東山区,きょうとしひがしやまく,260011,0,0,0,0,1,0,,,,,,
2610600,京都府京都市のうち下京区,京都市下京区,きょうとししもぎょうく,260011,0,0,0,0,1,0,,,,,,
2610700,京都府京都市のうち南区,京都市南区,きょうとしみなみく,260011,0,0,0,0,1,0,,,,,,
2610800,京都府京都市のうち右京区,京都市右京区,きょうとしうきょうく,260011,0,0,0,0,1,0,,,,,,
2610900,京都府京都市のうち伏見区,京都市伏見区,きょうとしふしみく,260011,0,0,0,0,1,0,,,,,,
2611000,京都府京都市のうち山科区,京都市山科区,きょうとしやましなく,260011,0,0,0,0,1,0,,,,,,
2611100,京都府京都市のうち西京区,京都市西京区,きょうとしにしきょうく,260011,0,0,0,0,1,0,,,,,,
2620100,京都府福知山市,福知山市,ふくちやまし,260023,1,1,0,0,0,1,,,,,,
2620111,京都府福知山市のうち福知山市三和町、福知山市夜久野町、福知山市大江町の区域を除く区域,福知山市旧福知山市域,ふくちやましきゅうふくちやましいき,260023,0,0,0,0,1,0,,,,,,
2620112,京都府福知山市のうち三和支所管内,福知山市三和町,ふくちやましみわちょう,260023,0,0,0,0,1,0,,,,,,
2620113,京都府福知山市のうち夜久野支所管内,福知山市夜久野町,ふくちやましやくのちょう,260023,0,0,0,0,1,0,,,,,,
2620114,京都府福知山市のうち大江支所管内,福知山市大江町,ふくちやましおおえちょう,260023,0,0,0,0,1,0,,,,,,
2620200,京都府舞鶴市,舞鶴市,まいづるし,260022,1,1,1,1,1,1,,,,,,
2620300,京都府綾部市,綾部市,あやべし,260022,1,1,0,0,1,1,,,,,,
2620400,京都府宇治市,宇治市,うじし,260013,1,1,0,0,1,1,,,,,,
2620500,京都府宮津市,宮津市,みやづし,260021,1,1,1,1,1,1,,,,,,
2620600,京都府亀岡市,亀岡市,かめおかし,260011,1,1,0,0,1,1,,,,,,
2620700,京都府城陽市,城陽市,じょうようし,260013,1,1,0,0,1,1,,,,,,
2620800,京都府向日市,向日市,むこうし,260011,1,1,0,0,1,1,,,,,,
2620900,京都府長岡京市,長岡京市,ながおかきょうし,260011,1,1,0,0,1,1,,,,,,
2621000,京都府八幡市,八幡市,やわたし,260013,1,1,0,0,1,1,,,,,,
2621100,京都府京田辺市,京田辺市,きょうたなべし,260013,1,1,0,0,1,1,,,,,,
2621200,京都府京丹後市,京丹後市,きょうたんごし,260021,1,1,1,1,0,1,,,,,,
2621211,京都府京丹後市のうち峰山市民局管内,京丹後市峰山町,きょうたんごしみねやまちょう,260021,0,0,0,0,1,0,,,,,,
2621212,京都府京丹後市のうち大宮市民局管内,京丹後市大宮町,きょうたんごしおおみやちょう,260021,0,0,0,0,1,0,,,,,,
2621213,京都府京丹後市のうち網野市民局管内,京丹後市網野町,きょうたんごしあみのちょう,260021,0,0,0,0,1,0,,,,,,
2621214,京都府京丹後市のうち丹後市民局管内,京丹後市丹後町,きょうたんごしたんごちょう,260021,0,0,0,0,1,0,,,,,,
2621215,京都府京丹後市のうち弥栄市民局管内,京丹後市弥栄町,きょうたんごしやさかちょう,260021,0,0,0,0,1,0,,,,,,
2621216,京都府京丹後市のうち久美浜市民局管内,京丹後市久美浜町,きょうたんごしくみはまちょう,260021,0,0,0,0,1,0,,,,,,
2621300,京都府南丹市,南丹市,なんたんし,260012,1,1,0,0,0,1,,,,,,
2621311,京都府南丹市のうち美山支所管内,南丹市美山町,なんたんしみやまちょう,260012,0,0,0,0,1,0,,,,,,
2621312,京都府南丹市のうち南丹市美山町、南丹市八木町及び南丹市日吉町の区域を除く区域,南丹市園部町,なんたんしそのべちょう,260012,0,0,0,0,1,0,,,,,,
2621313,京都府南丹市のうち八木支所管内,南丹市八木町,なんたんしやぎちょう,260012,0,0,0,0,1,0,,,,,,
2621314,京都府南丹市のうち日吉支所管内,南丹市日吉町,なんたんしひよしちょう,260012,0,0,0,0,1,0,,,,,,
2621400,京都府木津川市,木津川市,きづがわし,260014,1,1,0,0,0,1,,,,,,
2621411,京都府木津川市のうち山城支所管内,木津川市山城町,きづがわしやましろちょう,260014,0,0,0,0,1,0,,,,,,
2621412,京都府木津川市のうち木津川市山城町及び木津川市加茂町の区域を除く区域,木津川市木津町,きづがわしきづちょう,260014,0,0,0,0,1,0,,,,,,
2621413,京都府木津川市のうち加茂支所管内,木津川市加茂町,きづがわしかもちょう,260014,0,0,0,0,1,0,,,,,,
2630300,京都府大山崎町,大山崎町,おおやまざきちょう,260011,1,1,0,0,1,1,,,,,,
2632200,京都府久御山町,久御山町,くみやまちょう,260013,1,1,0,0,1,1,,,,,,
2634300,京都府井手町,井手町,いでちょう,260013,1,1,0,0,1,1,,,,,,
2634400,京都府宇治田原町,宇治田原町,うじたわらちょう,260013,1,1,0,0,1,1,,,,,,
2636400,京都府笠置町,笠置町,かさぎちょう,260014,1,1,0,0,1,1,,,,,,
2636500,京都府和束町,和束町,わづかちょう,260014,1,1,0,0,1,1,,,,,,
2636600,京都府精華町,精華町,せいかちょう,260014,1,1,0,0,1,1,,,,,,
2636700,京都府南山城村,南山城村,みなみやましろむら,260014,1,1,0,0,1,1,,,,,,
2640700,京都府京丹波町,京丹波町,きょうたんばちょう,260012,1,1,0,0,0,1,,,,,,
2640711,京都府京丹波町のうち京丹波町旧瑞穂町及び京丹波町旧和知町の区域を除く区域,京丹波町旧丹波町,きょうたんばちょうきゅうたんばちょう,260012,0,0,0,0,1,0,,,,,,
2640712,京都府京丹波町のうち瑞穂支所管内,京丹波町旧瑞穂町,きょうたんばちょうきゅうみずほちょう,260012,0,0,0,0,1,0,,,,,,
2640713,京都府京丹波町のうち和知支所管内,京丹波町旧和知町,きょうたんばちょうきゅうわちちょう,260012,0,0,0,0,1,0,,,,,,
2646300,京都府伊根町,伊根町,いねちょう,260021,1,1,1,1,1,1,,,,,,
2646500,京都府与謝野町,与謝野町,よさのちょう,260021,1,1,1,0,0,1,,,,,,
2646511,京都府与謝野町のうち明石、温江、後野、香河、金屋、加悦、加悦奥、算所、滝及び与謝,与謝野町旧加悦町,よさのちょうきゅうかやちょう,260021,0,0,0,0,1,0,,,,,,
2646512,京都府与謝野町のうち岩滝、男山及び弓木,与謝野町旧岩滝町,よさのちょうきゅういわたきちょう,260021,0,0,0,0,1,0,,,,,,
2646513,京都府与謝野町のうち幾地、石川、岩屋、上山田、下山田、三河内及び四辻,与謝野町旧野田川町,よさのちょうきゅうのだがわちょう,260021,0,0,0,0,1,0,,,,,,
2710000,大阪府大阪市,大阪市,おおさかし,270001,1,1,1,1,1,1,,,,,,
2710200,大阪府大阪市のうち都島区,,,,0,0,0,0,0,0,,,,,,
2710300,大阪府大阪市のうち福島区,,,,0,0,0,0,0,0,,,,,,
2710400,大阪府大阪市のうち此花区,,,,0,0,0,0,0,0,,,,,,
2710600,大阪府大阪市のうち西区,,,,0,0,0,0,0,0,,,,,,
2710700,大阪府大阪市のうち港区,,,,0,0,0,0,0,0,,,,,,
2710800,大阪府大阪市のうち大正区,,,,0,0,0,0,0,0,,,,,,
2710900,大阪府大阪市のうち天王寺区,,,,0,0,0,0,0,0,,,,,,
2711100,大阪府大阪市のうち浪速区,,,,0,0,0,0,0,0,,,,,,
2711300,大阪府大阪市のうち西淀川区,,,,0,0,0,0,0,0,,,,,,
2711400,大阪府大阪市のうち東淀川区,,,,0,0,0,0,0,0,,,,,,
2711500,大阪府大阪市のうち東成区,,,,0,0,0,0,0,0,,,,,,
2711600,大阪府大阪市のうち生野区,,,,0,0,0,0,0,0,,,,,,
2711700,大阪府大阪市のうち旭区,,,,0,0,0,0,0,0,,,,,,
2711800,大阪府大阪市のうち城東区,,,,0,0,0,0,0,0,,,,,,
2711900,大阪府大阪市のうち阿倍野区,,,,0,0,0,0,0,0,,,,,,
2712000,大阪府大阪市のうち住吉区,,,,0,0,0,0,0,0,,,,,,
2712100,大阪府大阪市のうち東住吉区,,,,0,0,0,0,0,0,,,,,,
2712200,大阪府大阪市のうち西成区,,,,0,0,0,0,0,0,,,,,,
2712300,大阪府大阪市のうち淀川区,,,,0,0,0,0,0,0,,,,,,
2712400,大阪府大阪市のうち鶴見区,,,,0,0,0,0,0,0,,,,,,
2712500,大阪府大阪市のうち住之江区,,,,0,0,0,0,0,0,,,,,,
2712600,大阪府大阪市のうち平野区,,,,0,0,0,0,0,0,,,,,,
2712700,大阪府大阪市のうち北区,,,,0,0,0,0,0,0,,,,,,
2712800,大阪府大阪市のうち中央区,,,,0,0,0,0,0,0,,,,,,
2714000,大阪府堺市,堺市,さかいし,270005,1,1,1,1,1,1,,,,,,
2714100,大阪府堺市のうち堺区,,,,0,0,0,0,0,0,,,,,,
2714200,大阪府堺市のうち中区,,,,0,0,0,0,0,0,,,,,,
2714300,大阪府堺市のうち東区,,,,0,0,0,0,0,0,,,,,,
2714400,大阪府堺市のうち西区,,,,0,0,0,0,0,0,,,,,,
2714500,大阪府堺市のうち南区,,,,0,0,0,0,0,0,,,,,,
2714600,大阪府堺市のうち北区,,,,0,0,0,0,0,0,,,,,,
2714700,大阪府堺市のうち美原区,,,,0,0,0,0,0,0,,,,,,
2720200,大阪府岸和田市,岸和田市,きしわだし,270005,1,1,1,1,1,1,,,,,,
2720300,大阪府豊中市,豊中市,とよなかし,270002,1,1,0,0,1,1,,,,,,
2720400,大阪府池田市,池田市,いけだし,270002,1,1,0,0,1,1,,,,,,
2720500,大阪府吹田市,吹田市,すいたし,270002,1,1,0,0,1,1,,,,,,
2720600,大阪府泉大津市,泉大津市,いずみおおつし,270005,1,1,1,1,1,1,,,,,,
2720700,大阪府高槻市,高槻市,たかつきし,270002,1,1,0,0,1,1,,,,,,
2720800,大阪府貝塚市,貝塚市,かいづかし,270005,1,1,1,1,1,1,,,,,,
2720900,大阪府守口市,守口市,もりぐちし,270003,1,1,0,0,1,1,,,,,,
2721000,大阪府枚方市,枚方市,ひらかたし,270003,1,1,0,0,1,1,,,,,,
2721100,大阪府茨木市,茨木市,いばらきし,270002,1,1,0,0,1,1,,,,,,
2721200,大阪府八尾市,八尾市,やおし,270003,1,1,0,0,1,1,,,,,,
2721300,大阪府泉佐野市,泉佐野市,いずみさのし,270005,1,1,1,1,1,1,,,,,,
2721400,大阪府富田林市,富田林市,とんだばやしし,270004,1,1,0,0,1,1,,,,,,
2721500,大阪府寝屋川市,寝屋川市,ねやがわし,270003,1,1,0,0,1,1,,,,,,
2721600,大阪府河内長野市,河内長野市,かわちながのし,270004,1,1,0,0,1,1,,,,,,
2721700,大阪府松原市,松原市,まつばらし,270004,1,1,0,0,1,1,,,,,,
2721800,大阪府大東市,大東市,だいとうし,270003,1,1,0,0,1,1,,,,,,
2721900,大阪府和泉市,和泉市,いずみし,270005,1,1,0,0,1,1,,,,,,
2722000,大阪府箕面市,箕面市,みのおし,270002,1,1,0,0,1,1,,,,,,
2722100,大阪府柏原市,柏原市,かしわらし,270003,1,1,0,0,1,1,,,,,,
2722200,大阪府羽曳野市,羽曳野市,はびきのし,270004,1,1,0,0,1,1,,,,,,
2722300,大阪府門真市,門真市,かどまし,270003,1,1,0,0,1,1,,,,,,
2722400,大阪府摂津市,摂津市,せっつし,270002,1,1,0,0,1,1,,,,,,
2722500,大阪府高石市,高石市,たかいしし,270005,1,1,1,1,1,1,,,,,,
2722600,大阪府藤井寺市,藤井寺市,ふじいでらし,270004,1,1,0,0,1,1,,,,,,
2722700,大阪府東大阪市,東大阪市,ひがしおおさかし,270003,1,1,0,0,1,1,,,,,,
2722800,大阪府泉南市,泉南市,せんなんし,270005,1,1,1,1,1,1,,,,,,
2722900,大阪府四條畷市,四條畷市,しじょうなわてし,270003,1,1,0,0,1,1,,,,,,
2723000,大阪府交野市,交野市,かたのし,270003,1,1,0,0,1,1,,,,,,
2723100,大阪府大阪狭山市,大阪狭山市,おおさかさやまし,270004,1,1,0,0,1,1,,,,,,
2723200,大阪府阪南市,阪南市,はんなんし,270005,1,1,1,1,1,1,,,,,,
2730100,大阪府島本町,島本町,しまもとちょう,270002,1,1,0,0,1,1,,,,,,
2732100,大阪府豊能町,豊能町,とよのちょう,270002,1,1,0,0,1,1,,,,,,
2732200,大阪府能勢町,能勢町,のせちょう,270002,1,1,0,0,1,1,,,,,,
2734100,大阪府忠岡町,忠岡町,ただおかちょう,270005,1,1,1,1,1,1,,,,,,
2736100,大阪府熊取町,熊取町,くまとりちょう,270005,1,1,0,0,1,1,,,,,,
2736200,大阪府田尻町,田尻町,たじりちょう,270005,1,1,1,1,1,1,,,,,,
2736600,大阪府岬町,岬町,みさきちょう,270005,1,1,1,1,1,1,,,,,,
2738100,大阪府太子町,太子町,たいしちょう,270004,1,1,0,0,1,1,,,,,,
2738200,大阪府河南町,河南町,かなんちょう,270004,1,1,0,0,1,1,,,,,,
2738300,大阪府千早赤阪村,千早赤阪村,ちはやあかさかむら,270004,1,1,0,0,1,1,,,,,,
2810000,兵庫県神戸市,神戸市,こうべし,280011,1,1,1,1,1,1,,,,,,
2810100,兵庫県神戸市のうち東灘区,,,,0,0,0,0,0,0,,,,,,
2810200,兵庫県神戸市のうち灘区,,,,0,0,0,0,0,0,,,,,,
2810500,兵庫県神戸市のうち兵庫区,,,,0,0,0,0,0,0,,,,,,
2810600,兵庫県神戸市のうち長田区,,,,0,0,0,0,0,0,,,,,,
2810700,兵庫県神戸市のうち須磨区,,,,0,0,0,0,0,0,,,,,,
2810800,兵庫県神戸市のうち垂水区,,,,0,0,0,0,0,0,,,,,,
2810900,兵庫県神戸市のうち北区,,,,0,0,0,0,0,0,,,,,,
2811000,兵庫県神戸市のうち中央区,,,,0,0,0,0,0,0,,,,,,
2811100,兵庫県神戸市のうち西区,,,,0,0,0,0,0,0,,,,,,
2820100,兵庫県姫路市,姫路市,ひめじし,280015,1,1,1,1,1,1,,,,,,
2820200,兵庫県尼崎市,尼崎市,あまがさきし,280011,1,1,1,1,1,1,,,,,,
2820300,兵庫県明石市,明石市,あかしし,280014,1,1,1,1,1,1,,,,,,
2820400,兵庫県西宮市,西宮市,にしのみやし,280011,1,1,1,1,1,1,,,,,,
2820500,兵庫県洲本市,洲本市,すもとし,280016,1,1,1,1,1,1,,,,,,
2820600,兵庫県芦屋市,芦屋市,あしやし,280011,1,1,1,1,1,1,,,,,,
2820700,兵庫県伊丹市,伊丹市,いたみし,280011,1,1,0,0,1,1,,,,,,
2820800,兵庫県相生市,相生市,あいおいし,280015,1,1,1,1,1,1,,,,,,
2820900,兵庫県豊岡市,豊岡市,とよおかし,280021,1,1,1,1,1,1,,,,,,
2821000,兵庫県加古川市,加古川市,かこがわし,280014,1,1,1,1,1,1,,,,,,
2821200,兵庫県赤穂市,赤穂市,あこうし,280015,1,1,1,1,1,1,,,,,,
2821300,兵庫県西脇市,西脇市,にしわきし,280012,1,1,0,0,1,1,,,,,,
2821400,兵庫県宝塚市,宝塚市,たからづかし,280011,1,1,0,0,1,1,,,,,,
2821500,兵庫県三木市,三木市,みきし,280014,1,1,0,0,1,1,,,,,,
2821600,兵庫県高砂市,高砂市,たかさごし,280014,1,1,1,1,1,1,,,,,,
2821700,兵庫県川西市,川西市,かわにしし,280011,1,1,0,0,1,1,,,,,,
2821800,兵庫県小野市,小野市,おのし,280014,1,1,0,0,1,1,,,,,,
2821900,兵庫県三田市,三田市,さんだし,280011,1,1,0,0,1,1,,,,,,
2822000,兵庫県加西市,加西市,かさいし,280014,1,1,0,0,1,1,,,,,,
2822100,兵庫県篠山市,篠山市,ささやまし,280012,1,1,0,0,1,1,,,,,,
2822200,兵庫県養父市,養父市,やぶし,280022,1,1,0,0,1,1,,,,,,
2822300,兵庫県丹波市,丹波市,たんばし,280012,1,1,0,0,1,1,,,,,,
2822400,兵庫県南あわじ市,南あわじ市,みなみあわじし,280016,1,1,1,1,1,1,,,,,,
2822500,兵庫県朝来市,朝来市,あさごし,280022,1,1,0,0,1,1,,,,,,
2822600,兵庫県淡路市,淡路市,あわじし,280016,1,1,1,1,1,1,,,,,,
2822700,兵庫県宍粟市,宍粟市,しそうし,280013,1,1,0,0,1,1,,,,,,
2822800,兵庫県加東市,加東市,かとうし,280014,1,1,0,0,1,1,,,,,,
2822900,兵庫県たつの市,たつの市,たつのし,280015,1,1,1,1,1,1,,,,,,
2830100,兵庫県猪名川町,猪名川町,いながわちょう,280011,1,1,0,0,1,1,,,,,,
2836500,兵庫県多可町,多可町,たかちょう,280012,1,1,0,0,1,1,,,,,,
2838100,兵庫県稲美町,稲美町,いなみちょう,280014,1,1,0,0,1,1,,,,,,
2838200,兵庫県播磨町,播磨町,はりまちょう,280014,1,1,1,1,1,1,,,,,,
2844200,兵庫県市川町,市川町,いちかわちょう,280013,1,1,0,0,1,1,,,,,,
2844300,兵庫県福崎町,福崎町,ふくさきちょう,280013,1,1,0,0,1,1,,,,,,
2844600,兵庫県神河町,神河町,かみかわちょう,280013,1,1,0,0,1,1,,,,,,
2846400,兵庫県太子町,太子町,たいしちょう,280015,1,1,0,0,1,1,,,,,,
2848100,兵庫県上郡町,上郡町,かみごおりちょう,280015,1,1,0,0,1,1,,,,,,
2850100,兵庫県佐用町,佐用町,さようちょう,280013,1,1,0,0,1,1,,,,,,
2858500,兵庫県香美町,香美町,かみちょう,280021,1,1,1,1,1,1,,,,,,
2858600,兵庫県新温泉町,新温泉町,しんおんせんちょう,280021,1,1,1,1,1,1,,,,,,
2920100,奈良県奈良市,奈良市,ならし,290011,1,1,0,0,1,1,,,,,,
2920200,奈良県大和高田市,大和高田市,やまとたかだし,290011,1,1,0,0,1,1,,,,,,
2920300,奈良県大和郡山市,大和郡山市,やまとこおりやまし,290011,1,1,0,0,1,1,,,,,,
2920400,奈良県天理市,天理市,てんりし,290011,1,1,0,0,1,1,,,,,,
2920500,奈良県橿原市,橿原市,かしはらし,290011,1,1,0,0,1,1,,,,,,
2920600,奈良県桜井市,桜井市,さくらいし,290011,1,1,0,0,1,1,,,,,,
2920700,奈良県五條市,五條市,ごじょうし,,0,0,0,0,0,1,,,,,,
2920701,気象庁予報警報規程別表第四の二に示す「五條市北部」の区域,五條市北部,ごじょうしほくぶ,290013,1,1,0,0,1,0,,,,,,
2920702,気象庁予報警報規程別表第四の二に示す「五條市南部」の区域,五條市南部,ごじょうしなんぶ,290022,1,1,0,0,1,0,,,,,,
2920800,奈良県御所市,御所市,ごせし,290011,1,1,0,0,1,1,,,,,,
2920900,奈良県生駒市,生駒市,いこまし,290011,1,1,0,0,1,1,,,,,,
2921000,奈良県香芝市,香芝市,かしばし,290011,1,1,0,0,1,1,,,,,,
2921100,奈良県葛城市,葛城市,かつらぎし,290011,1,1,0,0,1,1,,,,,,
2921200,奈良県宇陀市,宇陀市,うだし,290012,1,1,0,0,1,1,,,,,,
2932200,奈良県山添村,山添村,やまぞえむら,290012,1,1,0,0,1,1,,,,,,
2934200,奈良県平群町,平群町,へぐりちょう,290011,1,1,0,0,1,1,,,,,,
2934300,奈良県三郷町,三郷町,さんごうちょう,290011,1,1,0,0,1,1,,,,,,
2934400,奈良県斑鳩町,斑鳩町,いかるがちょう,290011,1,1,0,0,1,1,,,,,,
2934500,奈良県安堵町,安堵町,あんどちょう,290011,1,1,0,0,1,1,,,,,,
2936100,奈良県川西町,川西町,かわにしちょう,290011,1,1,0,0,1,1,,,,,,
2936200,奈良県三宅町,三宅町,みやけちょう,290011,1,1,0,0,1,1,,,,,,
2936300,奈良県田原本町,田原本町,たわらもとちょう,290011,1,1,0,0,1,1,,,,,,
2938500,奈良県曽爾村,曽爾村,そにむら,290021,1,1,0,0,1,1,,,,,,
2938600,奈良県御杖村,御杖村,みつえむら,290021,1,1,0,0,1,1,,,,,,
2940100,奈良県高取町,高取町,たかとりちょう,290011,1,1,0,0,1,1,,,,,,
2940200,奈良県明日香村,明日香村,あすかむら,290011,1,1,0,0,1,1,,,,,,
2942400,奈良県上牧町,上牧町,かんまきちょう,290011,1,1,0,0,1,1,,,,,,
2942500,奈良県王寺町,王寺町,おうじちょう,290011,1,1,0,0,1,1,,,,,,
2942600,奈良県広陵町,広陵町,こうりょうちょう,290011,1,1,0,0,1,1,,,,,,
2942700,奈良県河合町,河合町,かわいちょう,290011,1,1,0,0,1,1,,,,,,
2944100,奈良県吉野町,吉野町,よしのちょう,290013,1,1,0,0,1,1,,,,,,
2944200,奈良県大淀町,大淀町,おおよどちょう,290013,1,1,0,0,1,1,,,,,,
2944300,奈良県下市町,下市町,しもいちちょう,290013,1,1,0,0,1,1,,,,,,
2944400,奈良県黒滝村,黒滝村,くろたきむら,290021,1,1,0,0,1,1,,,,,,
2944600,奈良県天川村,天川村,てんかわむら,290021,1,1,0,0,1,1,,,,,,
2944700,奈良県野迫川村,野迫川村,のせがわむら,290022,1,1,0,0,1,1,,,,,,
2944900,奈良県十津川村,十津川村,とつかわむら,290022,1,1,0,0,1,1,,,,,,
2945000,奈良県下北山村,下北山村,しもきたやまむら,290021,1,1,0,0,1,1,,,,,,
2945100,奈良県上北山村,上北山村,かみきたやまむら,290021,1,1,0,0,1,1,,,,,,
2945200,奈良県川上村,川上村,かわかみむら,290021,1,1,0,0,1,1,,,,,,
2945300,奈良県東吉野村,東吉野村,ひがしよしのむら,290021,1,1,0,0,1,1,,,,,,
3020100,和歌山県和歌山市,和歌山市,わかやまし,300011,1,1,1,1,1,1,,,,,,
3020200,和歌山県海南市,海南市,かいなんし,300011,1,1,1,1,1,1,,,,,,
3020300,和歌山県橋本市,橋本市,はしもとし,300011,1,1,0,0,1,1,,,,,,
3020400,和歌山県有田市,有田市,ありだし,300012,1,1,1,1,1,1,,,,,,
3020500,和歌山県御坊市,御坊市,ごぼうし,300012,1,1,1,1,1,1,,,,,,
3020600,和歌山県田辺市,田辺市,たなべし,,0,0,0,0,0,1,,,,,,
3020601,気象庁予報警報規程別表第四の二に示す「田辺市田辺」の区域,田辺市田辺,たなべしたなべ,300021,1,1,1,1,1,0,,,,,,
3020602,気象庁予報警報規程別表第四の二に示す「田辺市龍神」の区域,田辺市龍神,たなべしりゅうじん,300021,1,1,0,0,1,0,,,,,,
3020603,気象庁予報警報規程別表第四の二に示す「田辺市中辺路」の区域,田辺市中辺路,たなべしなかへち,300021,1,1,0,0,1,0,,,,,,
3020604,気象庁予報警報規程別表第四の二に示す「田辺市大塔」の区域,田辺市大塔,たなべしおおとう,300021,1,1,0,0,1,0,,,,,,
3020605,気象庁予報警報規程別表第四の二に示す「田辺市本宮」の区域,田辺市本宮,たなべしほんぐう,300021,1,1,0,0,1,0,,,,,,
3020700,和歌山県新宮市,新宮市,しんぐうし,300022,1,1,1,1,1,1,,,,,,
3020800,和歌山県紀の川市,紀の川市,きのかわし,300011,1,1,0,0,1,1,,,,,,
3020900,和歌山県岩出市,岩出市,いわでし,300011,1,1,0,0,1,1,,,,,,
3030400,和歌山県紀美野町,紀美野町,きみのちょう,300011,1,1,0,0,1,1,,,,,,
3034100,和歌山県かつらぎ町,かつらぎ町,かつらぎちょう,300011,1,1,0,0,1,1,,,,,,
3034300,和歌山県九度山町,九度山町,くどやまちょう,300011,1,1,0,0,1,1,,,,,,
3034400,和歌山県高野町,高野町,こうやちょう,300011,1,1,0,0,1,1,,,,,,
3036100,和歌山県湯浅町,湯浅町,ゆあさちょう,300012,1,1,1,1,1,1,,,,,,
3036200,和歌山県広川町,広川町,ひろがわちょう,300012,1,1,1,1,1,1,,,,,,
3036600,和歌山県有田川町,有田川町,ありだがわちょう,300012,1,1,0,0,1,1,,,,,,
3038100,和歌山県美浜町,美浜町,みはまちょう,300012,1,1,1,1,1,1,,,,,,
3038200,和歌山県日高町,日高町,ひだかちょう,300012,1,1,1,1,1,1,,,,,,
3038300,和歌山県由良町,由良町,ゆらちょう,300012,1,1,1,1,1,1,,,,,,
3039000,和歌山県印南町,印南町,いなみちょう,300012,1,1,1,1,1,1,,,,,,
3039100,和歌山県みなべ町,みなべ町,みなべちょう,300012,1,1,1,1,1,1,,,,,,
3039200,和歌山県日高川町,日高川町,ひだかがわちょう,300012,1,1,0,0,1,1,,,,,,
3040100,和歌山県白浜町,白浜町,しらはまちょう,300021,1,1,1,1,1,1,,,,,,
3040400,和歌山県上富田町,上富田町,かみとんだちょう,300021,1,1,0,0,1,1,,,,,,
3040600,和歌山県すさみ町,すさみ町,すさみちょう,300021,1,1,1,1,1,1,,,,,,
3042100,和歌山県那智勝浦町,那智勝浦町,なちかつうらちょう,300022,1,1,1,1,1,1,,,,,,
3042200,和歌山県太地町,太地町,たいじちょう,300022,1,1,1,1,1,1,,,,,,
3042400,和歌山県古座川町,古座川町,こざがわちょう,300022,1,1,0,0,1,1,,,,,,
3042700,和歌山県北山村,北山村,きたやまむら,300022,1,1,0,0,1,1,,,,,,
3042800,和歌山県串本町,串本町,くしもとちょう,300022,1,1,1,1,1,1,,,,,,
3120100,鳥取県鳥取市,鳥取市,とっとりし,,0,0,0,0,0,1,,,,,,
3120101,気象庁予報警報規程別表第四の二に示す「鳥取市北部」の区域,鳥取市北部,とっとりしほくぶ,310011,1,1,1,1,1,0,,,,,,
